Timestamp,Platform,Project,Result,Seconds
1533750534,Android,AU Vegas,finished,160
1533750373,Android,AU Vegas,started,n/a
1533750011,iOS,Twitch,started,n/a
1533749940,iOS,ATTBusinessEvents,finished,925
1533749016,iOS,ATTBusinessEvents,started,n/a
1533726242,iOS,Booking,finished,1808
1533724434,iOS,Booking,started,n/a
1533722421,iOS,Booking,failed,n/a
1533722138,iOS,Booking,started,n/a
1533720542,Android,Events App,finished,197
1533720347,Android,Events App,started,n/a
1533689047,Android,Cisco GSX FY19,finished,165
1533688885,Android,Cisco GSX FY19,started,n/a
1533687599,iOS,CiscoGSX,started,n/a
1533687579,iOS,Sundance,finished,2375
1533685204,iOS,Sundance,started,n/a
1533683533,iOS,ATTBusinessEvents,finished,1092
1533682719,Android,ATT Business Events,finished,182
1533682541,Android,ATT Business Events,started,n/a
1533682441,iOS,ATTBusinessEvents,started,n/a
1533675604,iOS,SXSWmeConvention2017,finished,1523
1533674706,Android,me Convention,finished,130
1533674577,Android,me Convention,started,n/a
1533674329,Android,me Convention,finished,214
1533674118,Android,me Convention,started,n/a
1533674081,iOS,SXSWmeConvention2017,started,n/a
1533669011,iOS,Booking,finished,1305
1533667706,iOS,Booking,started,n/a
1533666793,iOS,HealthCatalyst,finished,1236
1533665558,iOS,HealthCatalyst,started,n/a
1533662630,iOS,Booking,finished,2768
1533659862,iOS,Booking,started,n/a
1533656626,iOS,Booking,finished,2132
1533654495,iOS,Booking,started,n/a
1533637779,Android,Events App,finished,171
1533637611,Android,Events App,started,n/a
1533331754,Android,Cisco GSX FY19,finished,200
1533331554,Android,Cisco GSX FY19,started,n/a
1533330007,iOS,Sundance,finished,2372
1533327634,iOS,Sundance,started,n/a
1533326623,iOS,HealthCatalyst,started,n/a
1533325522,iOS,HealthCatalyst,finished,1254
1533324658,iOS,Twitch,finished,727
1533324269,iOS,HealthCatalyst,started,n/a
1533324133,iOS,HealthCatalyst,started,n/a
1533323931,iOS,Twitch,started,n/a
1533323808,iOS,Twitch,started,n/a
1533323636,iOS,Twitch,failed,n/a
1533322906,iOS,Twitch,started,n/a
1533319771,Android,Twitch Events,finished,153
1533319619,Android,Twitch Events,started,n/a
1533318129,iOS,CiscoGSX,started,n/a
1533300917,iOS,Booking,finished,1215
1533300765,Android,EXPO REAL,finished,166
1533300600,Android,EXPO REAL,started,n/a
1533299702,iOS,Booking,started,n/a
1533295760,iOS,ExpoReal,finished,2335
1533293425,iOS,ExpoReal,started,n/a
1533255254,iOS,SXSWmeConvention2017,finished,1798
1533253657,Android,me Convention,finished,226
1533253456,iOS,SXSWmeConvention2017,started,n/a
1533253434,Android,me Convention,started,n/a
1533252710,iOS,HealthCatalyst,started,n/a
1533252599,iOS,HealthCatalyst,started,n/a
1533252469,iOS,HealthCatalyst,started,n/a
1533252276,iOS,FacebookOculus,finished,614
1533252172,iOS,HealthCatalyst,started,n/a
1533252055,iOS,HealthCatalyst,started,n/a
1533251918,iOS,HealthCatalyst,started,n/a
1533251663,iOS,FacebookOculus,started,n/a
1533251324,iOS,HealthCatalyst,started,n/a
1533251281,iOS,HealthCatalyst,started,n/a
1533251253,iOS,HealthCatalyst,started,n/a
1533250883,iOS,HealthCatalyst,started,n/a
1533250778,iOS,HealthCatalyst,started,n/a
1533249809,iOS,FacebookOculus,started,n/a
1533249719,iOS,HealthCatalyst,started,n/a
1533249524,iOS,FacebookOculus,started,n/a
1533248922,iOS,SageIntacct,failed,n/a
1533246919,iOS,SageIntacct,started,n/a
1533246910,iOS,SXSWmeConvention2017,finished,1390
1533246833,iOS,SageIntacct,failed,n/a
1533245520,iOS,SXSWmeConvention2017,started,n/a
1533244784,iOS,SageIntacct,started,n/a
1533244541,iOS,SageIntacct,failed,n/a
1533242281,iOS,SageIntacct,started,n/a
1533236390,Android,AU Vegas,finished,236
1533236156,Android,AU Vegas,started,n/a
1533232436,Android,SageIntacct,finished,229
1533232210,Android,SageIntacct,started,n/a
1533229170,Android,Cisco GSX FY19,finished,172
1533228998,Android,Cisco GSX FY19,started,n/a
1533165970,iOS,CiscoGSX,failed,n/a
1533164260,Android,SAP Forum Events,finished,165
1533164097,Android,SAP Forum Events,started,n/a
1533163827,iOS,AutodeskUniversity,finished,1221
1533163741,iOS,CiscoGSX,started,n/a
1533163704,iOS,CiscoGSX,started,n/a
1533163655,iOS,CiscoGSX,started,n/a
1533162606,iOS,AutodeskUniversity,started,n/a
1533159850,iOS,SAPGlobalEvents,finished,1181
1533158670,iOS,SAPGlobalEvents,started,n/a
1533154273,iOS,AutodeskUniversity,finished,1175
1533153097,iOS,AutodeskUniversity,started,n/a
1533153043,iOS,AutodeskUniversity,started,n/a
1533151794,iOS,AutodeskUniversity,finished,1254
1533150540,iOS,AutodeskUniversity,started,n/a
1533149022,Android,me Convention,finished,1029
1533147999,Android,me Convention,started,n/a
1533145020,iOS,SAPGlobalEvents,finished,1065
1533143956,iOS,SAPGlobalEvents,started,n/a
1533127109,iOS,ExpoReal,finished,2507
1533124603,iOS,ExpoReal,started,n/a
1533122998,iOS,ExpoReal,finished,2189
1533120809,iOS,ExpoReal,started,n/a
1533116423,iOS,ExpoReal,failed,n/a
1533115729,iOS,ExpoReal,started,n/a
1533107437,iOS,SAPGlobalEvents,started,n/a
1533107053,iOS,SAPGlobalEvents,finished,1142
1533105912,iOS,SAPGlobalEvents,started,n/a
1533105392,iOS,Twitch,finished,852
1533104540,iOS,Twitch,started,n/a
1533096983,iOS,Twitch,finished,784
1533096199,iOS,Twitch,started,n/a
1533095239,iOS,Twitch,failed,n/a
1533094537,iOS,Twitch,started,n/a
1533094421,iOS,Twitch,started,n/a
1533085138,iOS,HPI,finished,988
1533084512,Android,HP Events,finished,195
1533084322,Android,HP Events,started,n/a
1533084286,Build,n/a,failed,n/a
1533084150,iOS,HPI,started,n/a
1533083846,Android,HP Events,started,n/a
1533082297,iOS,SXSWmeConvention2017,finished,2283
1533082257,Android,me Convention,finished,366
1533081896,Android,me Convention,started,n/a
1533080014,iOS,SXSWmeConvention2017,started,n/a
1533079968,iOS,SXSWmeConvention2017,started,n/a
1533075896,iOS,HPI,finished,908
1533074988,iOS,HPI,started,n/a
1533074889,iOS,INTA,finished,2030
1533073342,iOS,Booking,finished,723
1533072859,iOS,INTA,started,n/a
1533072619,iOS,Booking,started,n/a
1533071358,iOS,Booking,started,n/a
1533066699,iOS,HPI,failed,n/a
1533066544,iOS,HPI,started,n/a
1533066458,iOS,HPI,failed,n/a
1533066282,iOS,HPI,started,n/a
1533066166,Android,AU Vegas,finished,172
1533065995,Android,AU Vegas,started,n/a
1533065033,iOS,AutodeskUniversity,finished,949
1533064084,iOS,AutodeskUniversity,started,n/a
1533061793,iOS,SplunkEvents,finished,868
1533061707,iOS,HPI,started,n/a
1533061536,iOS,HPI,started,n/a
1533060926,iOS,SplunkEvents,started,n/a
1533060854,iOS,HPI,failed,n/a
1533060666,iOS,HPI,started,n/a
1533059805,iOS,SplunkEvents,failed,n/a
1533059687,iOS,SplunkEvents,started,n/a
1533059668,iOS,HPI,started,n/a
1533059234,Android,SAP Global Events,finished,155
1533059082,Android,SAP Global Events,started,n/a
1533056518,iOS,Booking,failed,n/a
1533056007,iOS,Booking,started,n/a
1533054624,iOS,FeatureDemo,started,n/a
1533021956,iOS,FeatureDemo,started,n/a
1533003372,iOS,SAPGlobalEvents,finished,779
1533002593,iOS,SAPGlobalEvents,started,n/a
1532996458,iOS,HPI,started,n/a
1532995729,iOS,AutodeskUniversity,started,n/a
1532995568,iOS,AutodeskUniversity,started,n/a
1532993847,Android,me Convention,finished,155
1532993765,iOS,HPI,started,n/a
1532993693,Android,me Convention,started,n/a
1532992723,iOS,SplunkEvents,failed,n/a
1532992303,iOS,HPI,started,n/a
1532992124,iOS,SplunkEvents,started,n/a
1532991623,iOS,SXSWmeConvention2017,finished,2128
1532990428,Android,HP Events,finished,319
1532990114,Android,HP Events,started,n/a
1532989495,iOS,SXSWmeConvention2017,started,n/a
1532985455,iOS,HPI,started,n/a
1532984397,iOS,HPI,started,n/a
1532984181,iOS,HPI,started,n/a
1532983905,iOS,HPI,started,n/a
1532983830,iOS,HPI,started,n/a
1532983687,iOS,HPI,started,n/a
1532977084,iOS,HPI,started,n/a
1532976103,iOS,HPI,failed,n/a
1532974858,iOS,HPI,started,n/a
1532974104,iOS,HPI,started,n/a
1532972985,iOS,HPI,started,n/a
1532971602,Android,HP Events,finished,293
1532971314,Android,HP Events,started,n/a
1532971129,Android,SplunkEvents,finished,92
1532971039,Android,SplunkEvents,started,n/a
1532966970,iOS,Booking,finished,793
1532966175,iOS,Booking,started,n/a
1532964979,iOS,Booking,started,n/a
1532963718,iOS,Booking,started,n/a
1532963604,iOS,Booking,started,n/a
1532735906,Android,HP Events,finished,171
1532735737,Android,HP Events,started,n/a
1532714479,iOS,SXSWmeConvention2017,finished,1900
1532712762,Android,ATT Business Events,finished,131
1532712633,Android,ATT Business Events,started,n/a
1532712579,iOS,SXSWmeConvention2017,started,n/a
1532712547,iOS,SXSWmeConvention2017,started,n/a
1532707783,iOS,ARMAPM,started,n/a
1532707469,iOS,ARMAPM,started,n/a
1532652796,Android,me Convention,finished,136
1532652662,Android,me Convention,started,n/a
1532628229,Android,AU Vegas,finished,147
1532628084,Android,AU Vegas,started,n/a
1532611605,Android,SKO FY19,finished,836
1532610775,Android,SKO FY19,started,n/a
1532609615,Android,SKO FY19,finished,923
1532608693,Android,SKO FY19,started,n/a
1532563944,iOS,SXSWmeConvention2017,finished,2500
1532563378,Android,SplunkEvents,finished,121
1532563258,Android,SplunkEvents,started,n/a
1532561444,iOS,SXSWmeConvention2017,started,n/a
1532561058,iOS,ATTBusinessEvents,finished,1621
1532560506,Android,MS Events,finished,416
1532560193,iOS,SXSWmeConvention2017,started,n/a
1532560093,Android,MS Events,started,n/a
1532559437,iOS,ATTBusinessEvents,started,n/a
1532546508,Android,SageIntacct,finished,107
1532546402,Android,SageIntacct,started,n/a
1532545880,Build,n/a,failed,n/a
1532545854,Android,SageIntacct,started,n/a
1532545391,Build,n/a,failed,n/a
1532545361,Android,AU Vegas,started,n/a
1532545316,Build,n/a,failed,n/a
1532545270,Android,AU Vegas,started,n/a
1532545241,Build,n/a,failed,n/a
1532545208,Android,SageIntacct,started,n/a
1532544976,Build,n/a,failed,n/a
1532544933,Android,SageIntacct,started,n/a
1532544139,Android,Adobe Max,finished,73
1532544069,Android,Adobe Max,started,n/a
1532543749,Android,Adobe Max,finished,128
1532543665,Android,Sundance 2019,finished,103
1532543621,Android,Adobe Max,started,n/a
1532543562,Android,Sundance 2019,started,n/a
1532541129,iOS,ATTBusinessEvents,started,n/a
1532541015,iOS,HealthCatalyst,failed,n/a
1532540537,iOS,HealthCatalyst,started,n/a
1532540419,iOS,HealthCatalyst,started,n/a
1532540125,iOS,HealthCatalyst,started,n/a
1532539861,Build,n/a,failed,n/a
1532539851,Android,SageIntacct,started,n/a
1532539796,Android,Cisco GSX FY19,finished,213
1532539638,iOS,HealthCatalyst,started,n/a
1532539584,Android,Cisco GSX FY19,started,n/a
1532539447,Build,n/a,failed,n/a
1532539440,Android,SageIntacct,started,n/a
1532539412,Build,n/a,failed,n/a
1532539402,Android,SageIntacct,started,n/a
1532477948,iOS,SXSWmeConvention2017,finished,2798
1532476508,iOS,SageIntacct,finished,1081
1532476327,Build,n/a,failed,n/a
1532476320,Android,SageIntacct,started,n/a
1532476134,Build,n/a,failed,n/a
1532476095,Android,SageIntacct,started,n/a
1532475793,Android,AU Vegas,started,n/a
1532475427,iOS,SageIntacct,started,n/a
1532475151,iOS,SXSWmeConvention2017,started,n/a
1532473836,Android,NRF Events,finished,138
1532473703,Android,NRF Events,started,n/a
1532459204,iOS,AutodeskUniversity,finished,1158
1532458046,iOS,AutodeskUniversity,started,n/a
1532452085,iOS,INTA,failed,n/a
1532451918,iOS,INTA,started,n/a
1532448302,iOS,EventbaserConnect,started,n/a
1532418196,iOS,KellerWilliams2017,finished,1860
1532416336,iOS,KellerWilliams2017,started,n/a
1532389991,Android,NRF Events,finished,142
1532389853,Android,NRF Events,started,n/a
1532389602,iOS,NRF,finished,2403
1532388218,iOS,ATTBusinessEvents,finished,625
1532387593,iOS,ATTBusinessEvents,started,n/a
1532387199,iOS,NRF,started,n/a
1532387130,iOS,Sundance,finished,1740
1532385930,iOS,SXSWmeConvention2017,failed,n/a
1532385390,iOS,Sundance,started,n/a
1532385237,iOS,SXSWmeConvention2017,started,n/a
1532384592,iOS,Sundance,started,n/a
1532384359,iOS,Sundance,failed,n/a
1532384246,iOS,Sundance,started,n/a
1532382895,iOS,Sundance,started,n/a
1532382171,iOS,Sundance,started,n/a
1532382131,iOS,Sundance,started,n/a
1532376317,iOS,ATTBusinessEvents,finished,534
1532375783,iOS,ATTBusinessEvents,started,n/a
1532371660,iOS,INCmty,finished,3171
1532369761,iOS,MSEvents,started,n/a
1532369643,iOS,Sundance,failed,n/a
1532369529,iOS,Sundance,started,n/a
1532369010,iOS,Sundance,started,n/a
1532368490,iOS,INCmty,started,n/a
1532366797,iOS,Sundance,started,n/a
1532366548,iOS,Sundance,failed,n/a
1532366383,iOS,Sundance,started,n/a
1532366320,iOS,Sundance,started,n/a
1532365786,iOS,Sundance,failed,n/a
1532365657,iOS,Sundance,started,n/a
1532354858,iOS,PaloAltoSKO18,finished,2154
1532352705,iOS,PaloAltoSKO18,started,n/a
1532343601,Android,SKO FY19,finished,207
1532343397,Android,SKO FY19,started,n/a
1532328066,iOS,CiscoGSX,started,n/a
1532131862,iOS,Sundance,started,n/a
1532131595,iOS,Sundance,started,n/a
1532129931,Android,SIGGRAPH 2018,without,154
1532129790,Android,SIGGRAPH 2018,started,n/a
1532129725,Build,n/a,failed,n/a
1532129708,Android,SIGGRAPH 2018,started,n/a
1532127224,Android,SIGGRAPH 2018,finished,145
1532127081,Android,SIGGRAPH 2018,started,n/a
1532126562,Android,MS Events,finished,205
1532126359,Android,MS Events,started,n/a
1532122951,iOS,SephoraEvents,finished,2280
1532120672,iOS,SephoraEvents,started,n/a
1532120452,iOS,AutodeskUniversity,finished,1128
1532119324,iOS,AutodeskUniversity,started,n/a
1532111878,iOS,CiscoGSX,started,n/a
1532111844,iOS,CiscoGSX,started,n/a
1532111539,Android,AU Vegas,finished,153
1532111387,Android,AU Vegas,started,n/a
1532109747,Build,n/a,failed,n/a
1532109706,Android,AU Vegas,started,n/a
1532101849,iOS,PaloAltoSKO18,finished,1800
1532100048,iOS,PaloAltoSKO18,started,n/a
1532095357,Android,APM 2018,finished,257
1532095104,Android,APM 2018,started,n/a
1532094848,iOS,PaloAltoSKO18,started,n/a
1532094769,iOS,PaloAltoSKO18,started,n/a
1532082964,iOS,PaloAltoSKO18,finished,696
1532082267,iOS,PaloAltoSKO18,started,n/a
1532075744,Android,APM 2018,finished,183
1532075562,Android,APM 2018,started,n/a
1532038257,iOS,AutodeskUniversity,finished,1087
1532037170,iOS,AutodeskUniversity,started,n/a
1532029168,iOS,AutodeskUniversity,finished,1270
1532027898,iOS,AutodeskUniversity,started,n/a
1532019934,Android,XOMO Test Single,without,254
1532019687,Android,XOMO Test Single,started,n/a
1531989847,Android,APM 2018,finished,424
1531989425,Android,APM 2018,started,n/a
1531967767,iOS,SephoraEvents,finished,1465
1531966303,iOS,SephoraEvents,started,n/a
1531959026,Android,SephCorpEvnts,finished,75
1531958955,Android,SephCorpEvnts,started,n/a
1531958808,Android,NRF Events,finished,126
1531958693,Android,NRF Events,started,n/a
1531949961,Android,SephCorpEvnts,finished,122
1531949841,Android,SephCorpEvnts,started,n/a
1531949471,Build,n/a,failed,n/a
1531949460,Android,SephCorpEvnts,started,n/a
1531948014,iOS,SephoraEvents,finished,1546
1531946467,iOS,SephoraEvents,started,n/a
1531946306,iOS,SephoraEvents,started,n/a
1531936851,Android,SIGGRAPH 2018,without,100
1531936755,Android,SIGGRAPH 2018,started,n/a
1531936746,Build,n/a,failed,n/a
1531936696,Android,SIGGRAPH 2018,started,n/a
1531936470,iOS,AutodeskUniversity,finished,1137
1531935972,Android,VMworld 2018,without,234
1531935741,Android,VMworld 2018,started,n/a
1531935334,iOS,AutodeskUniversity,started,n/a
1531935009,iOS,AutodeskUniversity,started,n/a
1531934316,iOS,AutodeskUniversity,started,n/a
1531930638,Build,n/a,failed,n/a
1531930608,Android,MS Events,started,n/a
1531904847,iOS,ARMAPM,finished,2650
1531902198,iOS,ARMAPM,started,n/a
1531889443,Android,SAP Global Events,finished,105
1531889342,Android,SAP Global Events,started,n/a
1531870103,iOS,AutodeskUniversity,started,n/a
1531870039,iOS,AutodeskUniversity,started,n/a
1531868167,iOS,AutodeskUniversity,started,n/a
1531865888,Android,AU Vegas,finished,177
1531865713,Android,AU Vegas,started,n/a
1531865587,Android,SageIntacct,finished,181
1531865408,Android,SageIntacct,started,n/a
1531864105,iOS,SAPGlobalEvents,finished,661
1531863445,iOS,SAPGlobalEvents,started,n/a
1531863131,iOS,SAPGlobalEvents,started,n/a
1531858896,Android,AU Vegas,finished,326
1531858582,Android,AU Vegas,started,n/a
1531854419,Build,n/a,failed,n/a
1531854416,Android,MS Events,started,n/a
1531851858,Build,n/a,failed,n/a
1531851653,Android,MS Events,started,n/a
1531850215,Android,MS Events,finished,168
1531850049,Android,MS Events,started,n/a
1531848541,Android,Cisco GSX FY19,finished,230
1531848463,Android,AU Vegas,finished,340
1531848312,Android,Cisco GSX FY19,started,n/a
1531848122,Android,AU Vegas,started,n/a
1531848110,Build,n/a,failed,n/a
1531847977,Android,AU Vegas,started,n/a
1531832811,Android,APM 2018,finished,746
1531832699,iOS,ARMAPM,finished,4157
1531832068,Android,APM 2018,started,n/a
1531828542,iOS,ARMAPM,started,n/a
1531822683,Android,APM 2018,finished,444
1531822243,Android,APM 2018,started,n/a
1531785789,iOS,KellerWilliams2017,finished,1999
1531783789,iOS,KellerWilliams2017,started,n/a
1531778377,iOS,AutodeskUniversity,finished,1032
1531777346,iOS,AutodeskUniversity,started,n/a
1531776919,iOS,INCmty,started,n/a
1531775003,iOS,INCmty,failed,n/a
1531774415,iOS,INCmty,started,n/a
1531773660,iOS,INCmty,failed,n/a
1531772974,iOS,INCmty,started,n/a
1531772600,iOS,INCmty,started,n/a
1531772477,iOS,INCmty,started,n/a
1531771438,iOS,INCmty,started,n/a
1531763366,iOS,AutodeskUniversity,finished,1271
1531762837,iOS,CiscoGSX,started,n/a
1531762448,Android,AU Vegas,finished,343
1531762109,Android,AU Vegas,started,n/a
1531762094,iOS,AutodeskUniversity,started,n/a
1531762081,iOS,AutodeskUniversity,started,n/a
1531736520,iOS,ARMAPM,finished,2727
1531733787,iOS,ARMAPM,started,n/a
1531524035,Android,SIGGRAPH 2018,without,104
1531523935,Android,SIGGRAPH 2018,started,n/a
1531523827,Build,n/a,failed,n/a
1531523792,Android,SIGGRAPH 2018,started,n/a
1531521829,Android,SephCorpEvnts,finished,87
1531521745,Android,SephCorpEvnts,started,n/a
1531510662,iOS,PaloAltoSKO18,finished,2352
1531508310,iOS,PaloAltoSKO18,started,n/a
1531500566,Android,SKO FY19,finished,1196
1531499373,Android,SKO FY19,started,n/a
1531472249,iOS,ARMAPM,finished,1720
1531470530,iOS,ARMAPM,started,n/a
1531436350,iOS,NRF,finished,2578
1531433833,iOS,ARMAPM,finished,2254
1531433771,iOS,NRF,started,n/a
1531431578,iOS,ARMAPM,started,n/a
1531430435,iOS,AutodeskUniversity,finished,1017
1531429663,iOS,ARMAPM,finished,3290
1531429418,iOS,AutodeskUniversity,started,n/a
1531428635,iOS,SephoraEvents,finished,462
1531428506,iOS,AutodeskUniversity,failed,n/a
1531428172,iOS,SephoraEvents,started,n/a
1531427849,iOS,AutodeskUniversity,started,n/a
1531427412,iOS,AutodeskUniversity,started,n/a
1531426373,iOS,ARMAPM,started,n/a
1531423911,iOS,SephoraEvents,started,n/a
1531422896,iOS,SephoraEvents,failed,n/a
1531422128,iOS,SephoraEvents,started,n/a
1531420971,Android,ATT Business Events,finished,72
1531420901,Android,ATT Business Events,started,n/a
1531418676,iOS,ATTBusinessEvents,finished,612
1531418064,iOS,ATTBusinessEvents,started,n/a
1531402909,iOS,ARMAPM,failed,n/a
1531402236,iOS,ARMAPM,started,n/a
1531402211,iOS,ARMAPM,started,n/a
1531402063,iOS,ARMAPM,started,n/a
1531400451,Android,APM 2018,finished,230
1531400222,Android,APM 2018,started,n/a
1531390812,iOS,ARMAPM,finished,1587
1531389225,iOS,ARMAPM,started,n/a
1531385841,iOS,ARMAPM,started,n/a
1531383490,iOS,ARMAPM,started,n/a
1531353939,iOS,INCmty,failed,n/a
1531353591,Android,MS Events,finished,99
1531353493,Android,MS Events,started,n/a
1531353368,Android,SephCorpEvnts,finished,107
1531353264,Android,SephCorpEvnts,started,n/a
1531353231,Android,MS Events,finished,608
1531353029,iOS,INCmty,started,n/a
1531352927,iOS,INCmty,started,n/a
1531352625,Android,MS Events,started,n/a
1531352334,Build,n/a,failed,n/a
1531352265,Android,MS Events,started,n/a
1531351641,iOS,INCmty,started,n/a
1531350653,Build,n/a,failed,n/a
1531350576,Android,MS Events,started,n/a
1531350511,Build,n/a,failed,n/a
1531350415,Android,MS Events,started,n/a
1531340153,Android,MS Events,finished,127
1531340027,Android,MS Events,started,n/a
1531300971,Android,APM 2018,finished,195
1531300779,Android,APM 2018,started,n/a
1531266148,Android,RSAConference,finished,508
1531265644,Android,RSAConference,started,n/a
1531265602,iOS,INCmty,started,n/a
1531265141,iOS,AutodeskUniversity,finished,1152
1531263989,iOS,AutodeskUniversity,started,n/a
1531263970,Build,n/a,failed,n/a
1531263897,Android,INCmty,finished,165
1531263739,Android,INCmty,started,n/a
1531263389,Android,RSAConference,started,n/a
1531247795,Android,Aspen Events,finished,248
1531247550,Android,Aspen Events,started,n/a
1531246285,Android,RSAConference,finished,227
1531246062,Android,RSAConference,started,n/a
1531243546,Android,Aspen Events,finished,278
1531243272,Android,Aspen Events,started,n/a
1531221365,Android,SKO FY19,finished,206
1531221164,Android,SKO FY19,started,n/a
1531220767,iOS,PaloAltoSKO18,finished,1115
1531219652,iOS,PaloAltoSKO18,started,n/a
1531203734,iOS,AspenIdeas,finished,2701
1531201032,iOS,AspenIdeas,started,n/a
1531177617,iOS,SageIntacct,finished,738
1531176879,iOS,SageIntacct,started,n/a
1531176238,iOS,SageIntacct,failed,n/a
1531175560,iOS,SageIntacct,started,n/a
1531174843,iOS,SageIntacct,started,n/a
1531174498,Android,Cisco GSX FY19,finished,208
1531174291,Android,Cisco GSX FY19,started,n/a
1531162402,Android,AU Vegas,finished,195
1531162211,Android,AU Vegas,started,n/a
1531160336,iOS,AutodeskUniversity,finished,918
1531159418,iOS,AutodeskUniversity,started,n/a
1530920526,iOS,AutodeskUniversity,finished,1136
1530919391,iOS,AutodeskUniversity,started,n/a
1530917607,Android,RSAConference,finished,176
1530917434,Android,RSAConference,started,n/a
1530913532,iOS,MSEvents,started,n/a
1530913509,iOS,CiscoGSX,failed,n/a
1530911044,Android,MS Events,finished,180
1530910866,Android,MS Events,started,n/a
1530908709,iOS,CiscoGSX,started,n/a
1530905502,iOS,MSEvents,started,n/a
1530902270,iOS,INCmty,finished,2329
1530899908,iOS,INCmty,started,n/a
1530898941,iOS,MSEvents,started,n/a
1530898341,iOS,RSAConference,failed,n/a
1530897753,iOS,RSAConference,started,n/a
1530877612,iOS,ARMAPM,finished,1406
1530876206,iOS,ARMAPM,started,n/a
1530871430,iOS,ARMAPM,finished,1646
1530869784,iOS,ARMAPM,started,n/a
1530835314,iOS,INCmty,started,n/a
1530835200,iOS,INCmty,started,n/a
1530834987,iOS,INCmty,started,n/a
1530834222,iOS,CiscoGSX,started,n/a
1530833694,Android,INCmty,finished,201
1530833685,iOS,CiscoGSX,started,n/a
1530833557,iOS,CiscoGSX,started,n/a
1530833483,iOS,INCmty,started,n/a
1530833468,Android,INCmty,started,n/a
1530833143,iOS,INCmty,started,n/a
1530833034,iOS,INCmty,started,n/a
1530832966,iOS,INCmty,started,n/a
1530830692,iOS,CiscoGSX,failed,n/a
1530830374,iOS,CiscoGSX,started,n/a
1530827384,Android,Events,finished,149
1530827237,Android,Events,started,n/a
1530818663,iOS,IBMEvents,finished,2333
1530816330,iOS,IBMEvents,started,n/a
1530815597,iOS,IBMEvents,failed,n/a
1530815570,Android,#INBOUND18,finished,182
1530815390,Android,#INBOUND18,started,n/a
1530814951,iOS,IBMEvents,started,n/a
1530814462,iOS,IBMEvents,started,n/a
1530814336,iOS,IBMEvents,started,n/a
1530812930,iOS,IBMEvents,started,n/a
1530812254,iOS,RSAConference,finished,2090
1530810164,iOS,RSAConference,started,n/a
1530804877,iOS,ARMAPM,finished,2118
1530802760,iOS,ARMAPM,started,n/a
1530752437,iOS,IBMEvents,finished,4721
1530747716,iOS,IBMEvents,started,n/a
1530746484,iOS,IBMEvents,started,n/a
1530745842,iOS,IBMEvents,failed,n/a
1530745810,iOS,IBMEvents,started,n/a
1530745779,iOS,IBMEvents,started,n/a
1530745665,iOS,IBMEvents,started,n/a
1530745571,iOS,IBMEvents,started,n/a
1530745503,iOS,IBMEvents,started,n/a
1530744743,iOS,IBMEvents,started,n/a
1530744494,iOS,IBMEvents,started,n/a
1530744363,iOS,AutodeskUniversity,failed,n/a
1530744126,iOS,IBMEvents,started,n/a
1530743778,iOS,AutodeskUniversity,started,n/a
1530743552,iOS,AutodeskUniversity,started,n/a
1530743230,iOS,AutodeskUniversity,started,n/a
1530741752,iOS,AutodeskUniversity,failed,n/a
1530741093,iOS,AutodeskUniversity,started,n/a
1530740741,iOS,AutodeskUniversity,failed,n/a
1530740150,iOS,AutodeskUniversity,started,n/a
1530739186,iOS,AutodeskUniversity,finished,771
1530738414,iOS,AutodeskUniversity,started,n/a
1530735717,Android,MS Events,finished,213
1530735506,Android,MS Events,started,n/a
1530735487,iOS,MSEvents,started,n/a
1530727805,iOS,AutodeskUniversity,finished,837
1530726969,iOS,AutodeskUniversity,started,n/a
1530726945,iOS,AutodeskUniversity,started,n/a
1530726699,iOS,AutodeskUniversity,failed,n/a
1530725774,Android,AU Vegas,finished,311
1530725578,iOS,AutodeskUniversity,started,n/a
1530725469,Android,AU Vegas,started,n/a
1530725299,iOS,AutodeskUniversity,started,n/a
1530724353,iOS,KellerWilliams2017,finished,2520
1530723579,Android,EXPO REAL,finished,194
1530723386,Android,EXPO REAL,started,n/a
1530721832,iOS,KellerWilliams2017,started,n/a
1530721582,iOS,KellerWilliams2017,started,n/a
1530702648,Android,APM 2018,finished,189
1530702465,Android,APM 2018,started,n/a
1530698604,iOS,ARMAPM,finished,2481
1530696122,iOS,ARMAPM,started,n/a
1530680597,iOS,ESRI,finished,3060
1530677500,iOS,ESRI,started,n/a
1530662193,iOS,KellerWilliams2017,failed,n/a
1530660669,iOS,KellerWilliams2017,started,n/a
1530660572,iOS,KellerWilliams2017,started,n/a
1530660565,iOS,KellerWilliams2017git,started,n/a
1530660537,iOS,KellerWilliams2017git,started,n/a
1530659889,iOS,KellerWilliams2017,failed,n/a
1530658020,iOS,KellerWilliams2017,started,n/a
1530657583,iOS,KellerWilliams2017,failed,n/a
1530657104,iOS,KellerWilliams2017,started,n/a
1530657025,iOS,KellerWilliams2017,failed,n/a
1530656414,iOS,KellerWilliams2017,started,n/a
1530655634,iOS,ESRI,finished,3580
1530654908,iOS,KellerWilliams2017,started,n/a
1530654722,iOS,KellerWilliams2017,started,n/a
1530654536,iOS,KellerWilliams2017,started,n/a
1530654533,iOS,Keller,started,n/a
1530652053,iOS,ESRI,started,n/a
1530650142,Android,KW Events \'18,finished,202
1530649948,Android,KW Events \'18,started,n/a
1530649861,iOS,ESRI,failed,n/a
1530649660,iOS,ESRI,started,n/a
